"","Astrocytes","Excitatory Neurons","Inhibitory Neurons","Microglia","OPCs","Oligodendrocytes","Vascular Cells"
"Dlgap1",11,26,22,8,15,18,2
"Dlgap2",4,23,22,4,4,8,3
"Dlgap3",0,14,10,1,0,3,2
"Dlgap4",3,18,15,4,3,7,2
"Dlgap5",0,3,3,0,2,0,0
"Dlk2",0,6,5,1,0,4,0
"Dll1",0,3,3,0,2,1,0
"Dll3",1,3,3,0,3,2,1
"Dll4",0,2,0,0,0,0,0
"Dlst",7,15,12,2,2,8,2
"Dlx1",0,1,5,0,0,0,0
"Dlx2",0,1,1,0,0,0,0
"Dlx4",0,2,0,0,0,0,0
"Dlx5",0,2,3,0,0,0,1
"Dlx6",0,1,3,0,0,1,0
"Dmac1",1,1,1,1,1,1,1
"Dmac2",2,8,6,0,1,2,1
"Dmac2l",4,7,6,1,0,5,1
"Dmap1",4,11,10,2,3,5,1
"Dmc1",2,9,3,0,0,0,0
"Dmd",57,97,76,18,62,67,16
"Dmgdh",0,3,1,0,0,0,0
"Dmkn",0,5,2,0,1,1,0
"Dmp1",2,0,1,0,0,0,0
"Dmpk",11,14,6,1,1,9,4
"Dmrt2",0,2,2,0,0,0,0
"Dmrta2",0,0,0,0,1,0,0
"Dmrtb1",0,1,1,0,0,1,0
"Dmrtc1a",0,3,0,0,0,0,0
"Dmtf1",18,28,23,11,15,19,8
"Dmtn",6,20,14,0,1,8,1
"Dmwd",4,5,5,0,1,4,1
"Dmxl1",27,49,44,14,19,34,13
"Dmxl2",22,52,43,10,20,32,13
"Dna2",1,15,7,0,2,2,0
"Dnaaf1",0,8,1,0,0,0,0
"Dnaaf10",2,8,6,1,1,2,2
"Dnaaf3",1,0,0,0,0,0,0
"Dnaaf5",1,7,4,0,0,2,0
"Dnaaf9",31,42,35,1,10,33,4
"Dnah1",1,16,5,1,1,1,0
"Dnah10",3,12,2,0,0,7,1
"Dnah11",2,4,3,0,1,0,0
"Dnah12",4,20,2,2,0,2,2
"Dnah14",11,60,9,0,0,12,1
"Dnah17",0,5,0,0,0,1,0
"Dnah2",0,27,5,1,4,0,1
"Dnah3",0,3,0,0,0,1,0
"Dnah5",3,54,12,0,9,6,0
"Dnah6",1,28,1,0,1,1,4
"Dnah7a",0,21,1,0,0,0,0
"Dnah7b",39,34,28,0,29,14,7
"Dnah7c",2,38,15,0,1,6,0
"Dnah8",0,5,1,0,0,5,2
"Dnah9",0,46,18,0,0,3,0
"Dnai1",2,12,4,0,0,2,0
"Dnai2",2,2,0,0,0,1,0
"Dnai3",1,0,1,0,0,0,0
"Dnai4",4,26,18,2,1,7,3
"Dnaja1",7,10,8,5,4,9,3
"Dnaja2",6,8,8,2,0,6,1
"Dnaja3",7,12,10,3,3,8,1
"Dnaja4",2,6,6,0,2,4,1
"Dnajb1",0,2,2,0,0,2,0
"Dnajb11",8,11,10,5,7,8,3
"Dnajb12",7,10,9,6,5,8,3
"Dnajb13",0,1,1,0,0,1,0
"Dnajb14",7,8,8,5,6,7,3
"Dnajb2",3,11,10,2,1,10,1
"Dnajb4",2,7,5,0,0,2,2
"Dnajb5",0,6,4,1,1,4,0
"Dnajb6",2,6,2,1,0,3,1
"Dnajb9",2,3,3,1,0,2,0
"Dnajc1",11,20,16,9,9,13,11
"Dnajc10",16,22,21,5,9,15,7
"Dnajc11",7,15,11,2,2,6,2
"Dnajc12",0,4,3,0,0,1,0
"Dnajc13",19,62,47,21,18,35,6
"Dnajc14",2,10,5,0,0,3,2
"Dnajc15",5,7,6,2,3,4,2
"Dnajc16",3,14,10,3,3,9,1
"Dnajc17",5,11,9,5,3,7,3
"Dnajc18",9,9,7,4,4,10,0
"Dnajc19",5,6,6,5,5,6,5
"Dnajc2",11,15,15,9,7,14,6
"Dnajc21",9,13,11,7,4,11,6
"Dnajc24",7,9,8,4,4,7,2
"Dnajc25",2,3,3,2,2,2,2
"Dnajc27",7,11,7,3,2,5,2
"Dnajc28",0,2,2,0,0,0,0
"Dnajc3",11,11,11,8,8,11,8
"Dnajc4",4,9,6,2,3,3,3
"Dnajc5",4,10,8,4,3,6,1
"Dnajc6",5,23,19,5,2,16,9
"Dnajc7",11,18,15,11,8,16,5
"Dnajc8",5,11,10,4,5,8,1
"Dnajc9",4,4,4,1,0,2,0
"Dnal1",5,11,9,2,4,9,3
"Dnal4",0,3,0,0,0,0,0
"Dnase1",0,4,2,0,1,0,0
"Dnase1l1",2,2,1,1,0,3,0
"Dnase1l2",1,5,3,1,1,2,1
"Dnase2a",2,1,2,5,1,4,1
"Dnase2b",0,0,0,0,0,0,0
"Dnd1",0,2,0,0,0,0,0
"Dner",9,13,12,1,7,7,2
"Dnhd1",3,20,7,1,0,1,0
"Dnlz",3,3,3,2,2,2,2
"Dnm1",9,33,27,4,12,20,10
"Dnm1l",19,26,24,11,8,19,4
"Dnm2",14,29,19,8,4,22,9
"Dnm3",17,25,19,3,18,22,10
"Dnmbp",2,15,9,2,4,1,1
"Dnmt1",9,38,27,2,10,13,4
"Dnmt3a",13,26,23,8,8,14,4
"Dnmt3b",1,5,0,0,0,1,0
"Dnmt3c",0,0,0,0,0,0,0
"Dnpep",7,16,12,2,3,7,2
"Dnph1",0,3,2,0,1,2,0
"Dntt",0,1,0,0,0,0,0
"Dnttip1",7,14,12,4,5,8,2
"Dnttip2",3,7,8,2,4,4,0
"Doc2a",0,12,4,0,0,1,0
"Doc2b",0,4,4,0,0,1,0
"Doc2g",1,3,3,0,1,1,2
"Dock1",29,22,8,8,22,34,12
"Dock10",6,52,44,34,21,63,4
"Dock11",21,30,47,15,9,7,10
"Dock2",0,7,2,19,0,6,0
"Dock3",24,61,48,5,11,33,4
"Dock4",29,54,46,26,14,33,5
"Dock5",1,16,10,1,0,33,8
"Dock6",3,23,8,1,2,13,13
"Dock7",24,56,45,14,9,25,8
"Dock8",0,5,5,21,0,7,1
"Dock9",20,64,54,10,38,52,7
"Dok1",0,0,0,1,1,0,0
"Dok2",1,1,0,0,0,0,0
"Dok3",0,4,2,0,0,0,0
"Dok4",0,4,4,0,0,0,0
"Dok5",3,7,6,1,2,3,0
"Dok6",4,9,9,4,7,5,3
"Dok7",4,6,5,0,0,1,0
"Dolpp1",5,10,6,3,2,6,0
"Donson",4,8,6,2,0,5,2
"Dop1a",15,43,35,8,17,34,8
"Dop1b",23,42,26,8,6,32,2
"Dot1l",17,31,26,5,9,23,6
"Dpagt1",3,10,7,3,2,3,1
"Dpcd",5,6,5,3,1,5,1
"Dpep1",0,0,0,0,0,0,0
"Dpep2",0,1,0,1,0,1,0
"Dpf1",3,17,7,1,4,8,0
"Dpf2",6,13,11,6,3,6,3
"Dpf3",9,5,6,0,2,2,0
"Dph1",3,11,4,0,1,3,0
"Dph2",0,4,2,0,0,2,0
"Dph3",2,5,3,2,1,3,2
"Dph5",5,9,8,2,3,3,0
"Dph6",5,10,10,3,5,6,1
"Dph7",0,11,5,0,0,0,0
"Dpm2",1,3,3,2,2,3,1
"Dpm3",1,1,1,1,1,1,1
"Dpp10",6,34,26,5,13,19,5
"Dpp3",3,16,9,1,2,4,1
"Dpp4",1,21,2,0,0,0,6
"Dpp6",8,30,28,7,19,17,4
"Dpp7",7,14,8,4,4,6,3
"Dpp8",16,23,20,11,12,18,4
"Dpp9",4,20,13,2,1,8,0
"Dppa2",0,1,0,0,0,0,0
"Dppa5a",0,1,1,0,0,0,0
"Dpt",0,0,1,0,0,0,0
"Dpy19l1",9,28,21,10,12,21,5
"Dpy19l2",0,6,1,0,0,1,0
"Dpy19l3",13,20,12,3,5,6,3
"Dpy19l4",13,20,16,10,7,15,3
"Dpy30",3,6,5,3,3,5,4
"Dpyd",7,19,5,0,13,8,3
"Dpys",0,5,0,0,0,0,0
"Dpysl2",9,13,13,4,7,12,4
"Dpysl3",4,12,10,2,9,2,2
"Dpysl4",5,14,10,0,2,6,1
"Dpysl5",0,11,8,0,0,1,0
"Dqx1",0,1,0,0,0,0,0
"Dr1",0,2,2,0,1,1,0
"Dram1",0,8,5,1,0,2,0
"Dram2",9,15,11,8,6,11,3
"Drap1",6,8,7,4,6,6,4
"Draxin",0,0,0,0,0,0,0
"Drc1",1,17,14,3,2,4,1
"Drc3",3,14,5,2,1,5,0
"Drc7",1,5,2,0,0,0,0
"Drd1",0,2,2,0,0,0,0
"Drd2",1,2,6,0,0,0,0
"Drd3",1,0,0,0,0,0,0
"Drd4",0,1,1,0,0,0,0
"Drg1",6,10,8,3,3,7,1
"Drg2",3,11,9,1,3,4,1
"Drosha",9,37,27,7,6,18,7
"Drp2",7,25,17,2,5,12,4
"Dsc2",0,7,1,1,0,0,0
"Dsc3",0,4,2,0,0,0,0
"Dscam",4,34,27,4,15,19,2
"Dscaml1",0,33,29,3,13,21,2
"Dscc1",1,4,2,0,0,2,0
"Dse",0,5,4,2,0,1,2
"Dsel",2,3,3,1,2,2,2
"Dsg2",0,9,7,0,0,0,0
"Dsn1",4,3,2,2,1,1,1
"Dsp",0,0,0,0,0,0,0
"Dspp",0,1,0,0,0,0,0
"Dst",91,118,104,75,76,106,46
"Dstn",3,3,3,3,3,3,1
"Dstyk",4,15,8,4,1,5,0
"Dtd1",4,6,5,0,3,3,1
"Dtd2",1,2,0,1,0,0,0
"Dthd1",1,0,0,0,0,0,0
"Dtl",0,3,1,0,1,1,0
"Dtna",30,30,20,1,10,21,2
"Dtnb",11,36,22,2,7,16,3
"Dtnbp1",8,14,11,4,3,6,3
"Dtwd1",2,5,4,1,1,3,1
"Dtwd2",1,6,3,3,2,3,1
"Dtx1",7,10,7,0,1,2,0
"Dtx2",1,6,3,1,0,4,1
"Dtx3",6,8,8,3,4,7,3
"Dtx3l",0,4,0,2,0,0,0
"Dtx4",2,9,4,4,1,3,2
"Dtymk",2,5,5,2,2,2,1
"Duoxa2",0,0,0,0,0,0,0
"Dus1l",3,15,11,4,0,5,2
"Dus2",5,12,9,2,1,4,1
"Dus3l",6,12,11,4,5,8,3
"Dus4l",1,8,4,1,1,2,1
"Dusp1",0,5,2,0,0,1,2
"Dusp10",0,0,2,0,0,2,0
"Dusp11",12,14,12,7,10,11,9
"Dusp12",1,7,5,0,1,3,0
"Dusp13",0,0,0,0,0,0,0
"Dusp14",0,5,0,0,0,0,0
"Dusp15",5,8,7,1,4,8,0
"Dusp16",3,5,4,1,1,6,1
"Dusp18",0,1,1,0,0,0,0
"Dusp19",0,0,2,0,0,1,0
"Dusp2",0,2,1,0,0,0,0
"Dusp22",5,8,7,1,2,7,0
"Dusp23",0,1,1,0,1,1,0
"Dusp26",0,4,4,1,0,3,0
"Dusp28",0,1,0,0,0,0,0
"Dusp3",1,4,4,0,1,2,1
"Dusp4",0,3,0,0,0,0,0
"Dusp5",0,3,0,0,0,0,0
"Dusp6",2,2,2,1,1,2,1
"Dusp7",1,3,3,2,1,3,1
"Dusp8",2,6,6,0,1,4,0
"Dusp9",0,1,0,0,0,0,0
"Dut",5,6,5,2,3,3,0
"Duxbl1",1,0,1,0,2,2,0
"Dvl1",4,18,15,2,4,8,1
"Dvl2",7,14,9,0,2,3,2
"Dvl3",4,15,12,1,2,6,2
"Dxo",3,8,7,3,4,3,2
"Dydc1",0,4,0,0,0,0,0
"Dydc2",0,2,1,0,0,0,0
"Dym",9,18,16,6,5,11,3
"Dync1h1",48,77,77,26,35,63,26
"Dync1i1",2,21,16,3,4,7,1
"Dync1i2",14,21,21,8,11,16,8
"Dync1li1",7,13,12,2,6,10,3
"Dync1li2",11,18,16,7,9,12,5
"Dync2h1",50,102,74,10,24,54,19
"Dync2i1",10,24,22,6,8,12,6
"Dync2i2",2,9,5,0,0,1,1
"Dync2li1",5,13,10,1,3,4,2
"Dynll1",2,4,3,2,2,2,1
"Dynll2",2,3,2,2,2,2,2
"Dynlrb1",3,5,5,0,1,3,2
"Dynlrb2",1,5,1,0,1,0,0
"Dynlt1a",0,1,1,1,1,0,0
"Dynlt1b",1,1,1,1,1,1,1
"Dynlt1c",1,1,1,0,0,0,0
"Dynlt1f",1,1,1,1,1,1,0
"Dynlt2a1",0,0,0,0,0,0,0
"Dynlt2a2",0,1,0,0,0,0,0
"Dynlt2a3",0,0,0,0,0,0,0
"Dynlt2b",2,5,5,1,1,4,1
"Dynlt3",2,4,3,1,0,3,1
"Dynlt4",1,0,0,0,0,0,0
"Dynlt5",0,3,0,0,0,0,0
"Dyrk1a",6,13,11,3,7,11,3
"Dyrk1b",5,11,9,3,4,7,1
"Dyrk2",1,3,2,1,0,0,0
"Dyrk3",1,3,1,0,0,0,0
"Dyrk4",0,2,0,3,0,2,0
"Dysf",1,17,10,0,0,1,0
"Dytn",0,0,0,0,0,0,0
"Dzank1",7,25,19,3,7,6,3
"Dzip1",9,28,24,2,13,9,5
"Dzip1l",10,22,17,2,3,5,3
"Dzip3",22,36,34,12,17,28,10
"E130114P18Rik",4,4,1,0,4,2,0
"E130308A19Rik",0,3,1,0,1,3,0
"E130311K13Rik",1,4,3,1,2,3,0
"E230025N22Rik",0,1,0,0,0,0,0
"E2f1",2,7,2,0,1,1,1
"E2f2",0,0,0,0,0,0,0
"E2f3",4,8,6,2,2,5,1
"E2f4",4,10,7,2,3,4,1
"E2f5",6,8,4,2,4,5,4
"E2f6",5,10,6,0,2,6,0
"E2f7",1,7,1,0,0,0,0
"E2f8",0,1,0,0,4,2,0
"E430018J23Rik",1,3,3,0,0,2,1
"E4f1",4,17,12,3,0,6,0
"Eaf1",3,5,3,0,2,3,0
"Eaf2",2,4,4,0,0,2,0
"Eapp",4,8,6,2,3,5,2
"Ears2",1,6,6,0,1,3,0
"Ebag9",5,7,6,2,3,7,2
"Ebf1",0,1,4,1,1,1,5
"Ebf2",0,1,0,0,0,0,1
"Ebf3",0,0,0,0,0,0,0
"Ebf4",8,14,14,1,5,5,1
"Ebi3",0,1,1,1,0,0,0
"Ebna1bp2",8,8,8,2,5,6,3
"Ebp",0,4,2,0,1,4,0
"Ebpl",2,3,2,1,1,3,1
"Ecd",3,15,9,2,4,7,2
"Ece1",6,21,14,0,4,6,4
"Ecel1",0,6,5,0,0,0,0
"Ech1",6,9,4,1,3,7,1
"Echdc1",5,8,4,1,3,5,1
"Echdc2",10,11,8,0,3,5,2
"Echdc3",0,0,0,0,0,0,0
"Echs1",7,7,7,2,3,5,1
"Eci1",5,5,3,0,1,3,1
"Eci2",9,11,9,5,5,7,3
"Eci3",0,0,0,0,0,0,0
"Ecm1",2,7,2,0,2,4,2
"Ecm2",1,5,0,0,0,1,6
"Ecpas",38,58,51,22,25,44,21
"Ecrg4",1,1,1,1,0,1,2
"Ecscr",0,3,1,8,0,3,1
"Ecsit",5,10,7,1,2,7,2
"Ect2",1,9,10,1,5,1,0
"Ect2l",0,1,0,0,0,0,0
"Eda",4,10,3,0,0,2,1
"Eda2r",0,0,0,0,2,1,0
"Edar",0,5,0,0,0,0,0
"Edaradd",0,1,3,0,0,0,0
"Edc3",3,6,5,1,2,3,2
"Edc4",9,31,23,3,3,13,4
"Edem1",5,11,9,6,0,7,1
"Edem2",3,11,8,3,4,7,2
"Edem3",10,24,21,9,8,17,7
"Edf1",5,5,5,3,5,5,3
"Edil3",7,16,13,4,8,14,4
"Edn1",0,1,2,0,0,0,2
"Edn3",0,1,1,0,1,0,2
"Ednra",2,3,3,0,0,1,3
"Ednrb",7,6,4,1,6,4,0
"Edrf1",13,25,20,7,9,18,8
"Eea1",25,33,27,13,19,24,7
"Eed",7,13,8,7,5,9,4
"Eef1a1",7,7,7,5,5,7,5
"Eef1a2",5,7,7,3,4,5,1
"Eef1akmt1",4,5,4,3,2,4,2
"Eef1akmt2",3,13,8,1,3,7,1
"Eef1akmt3",1,1,1,0,0,1,1
"Eef1aknmt",0,4,5,1,0,3,0
"Eef1b2",5,9,8,4,5,7,5
"Eef1d",6,13,9,4,5,9,4
"Eef1e1",1,3,3,0,1,3,1
"Eef1g",5,7,7,3,5,6,3
"Eef2",11,13,12,5,8,11,2
"Eef2k",7,27,13,9,5,6,5
"Eef2kmt",3,4,3,2,2,2,2
"Eefsec",1,9,4,1,1,4,0
"Eepd1",2,7,5,1,0,3,0
"Efcab1",0,10,4,0,0,2,0
"Efcab10",1,4,4,0,1,2,0
"Efcab11",0,5,0,0,1,1,0
"Efcab12",1,9,3,0,1,4,1
"Efcab14",7,11,10,4,4,11,1
"Efcab15",1,3,3,1,1,2,1
"Efcab2",3,8,8,2,1,5,1
"Efcab5",1,18,3,0,0,6,1
"Efcab6",0,36,11,0,0,8,0
"Efcab7",8,17,8,3,5,3,2
"Efcab8",0,1,1,0,0,0,0
"Efcab9",0,3,1,0,0,0,0
"Efcc1",0,4,4,0,0,0,1
"Efemp1",5,7,2,0,0,2,5
"Efemp2",9,9,10,1,4,3,4
"Efhb",1,3,0,0,0,1,0
"Efhc1",2,5,2,0,1,3,4
"Efhc2",0,16,9,0,0,2,1
"Efhd1",1,0,0,0,0,2,0
"Efhd2",3,3,3,3,1,3,1
"Efl1",11,20,18,4,6,13,5
"Efna1",0,4,0,0,0,2,0
"Efna2",0,3,2,0,0,2,0
"Efna3",0,5,3,0,0,1,0
"Efna4",0,0,0,0,0,0,0
"Efna5",2,5,3,0,0,0,1
"Efnb1",0,5,1,0,0,0,0
"Efnb2",1,5,3,1,1,1,2
"Efnb3",0,4,2,0,0,4,0
"Efr3a",15,26,26,12,12,20,9
"Efr3b",11,24,22,2,3,9,2
"Efs",4,0,0,0,2,3,0
"Eftud2",5,30,21,2,5,12,1
"Egf",3,10,4,0,1,3,0
"Egfem1",3,19,14,2,4,6,0
"Egfl6",4,6,3,0,0,2,0
"Egfl7",4,9,7,1,2,5,4
"Egfl8",1,2,4,1,0,1,0
"Egflam",0,1,1,0,0,2,2
"Egfr",19,12,23,0,0,4,5
"Egln1",3,5,4,0,0,3,1
"Egln2",2,5,4,1,0,2,0
"Egln3",0,3,1,0,0,0,0
"Egr1",0,1,1,0,0,1,1
"Egr2",1,2,0,0,0,1,0
"Egr3",1,3,1,0,0,0,0
"Egr4",0,1,0,0,0,1,0
"Ehbp1",14,28,24,7,10,18,7
"Ehbp1l1",2,15,6,5,1,4,1
"Ehd1",0,4,4,0,1,2,0
"Ehd2",0,2,0,0,0,1,1
"Ehd3",1,5,4,0,2,3,1
"Ehd4",0,4,3,2,1,2,3
"Ehf",0,1,0,0,0,0,0
"Ehhadh",1,3,0,0,1,1,0
"Ehmt1",12,34,25,7,8,18,6
"Ehmt2",7,31,18,3,4,17,5
"Ei24",6,13,12,3,6,8,1
"Eif1",4,4,4,3,3,4,3
"Eif1a",2,4,4,2,2,3,2
"Eif1ad",3,6,5,1,2,3,1
"Eif1ax",5,6,6,4,5,4,3
"Eif1b",3,4,3,2,3,3,2
"Eif2a",10,17,14,7,3,11,4
"Eif2ak1",8,15,14,7,5,13,5
"Eif2ak2",9,10,8,7,2,5,4
"Eif2ak3",4,17,15,4,7,8,1
"Eif2ak4",16,45,34,7,8,17,4
"Eif2b1",3,7,5,0,0,4,0
"Eif2b2",2,7,4,0,2,4,0
"Eif2b3",5,13,10,5,3,10,3
"Eif2b4",9,15,11,7,4,9,3
"Eif2b5",6,16,12,4,4,9,1
"Eif2d",10,20,16,4,5,10,1
"Eif2s1",3,8,7,2,4,5,2
"Eif2s2",3,7,7,4,4,5,5
"Eif2s3x",3,4,3,1,2,3,1
"Eif2s3y",13,15,12,9,10,11,8
"Eif3a",16,22,21,14,11,19,11
"Eif3b",8,18,11,3,4,10,1
"Eif3c",15,20,20,7,11,17,8
"Eif3d",12,15,9,5,5,8,3
"Eif3e",13,15,14,8,10,13,5
"Eif3f",3,7,7,2,4,5,1
"Eif3g",4,10,9,3,4,6,3
"Eif3h",4,8,6,4,3,6,2
"Eif3i",4,10,10,4,4,6,2
"Eif3j1",3,7,4,2,2,4,3
"Eif3k",8,10,7,5,4,7,3
"Eif3l",9,12,9,4,3,9,4
"Eif3m",10,12,9,5,7,10,3
"Eif4a1",9,10,10,7,4,9,5
"Eif4a2",14,13,13,10,9,13,10
"Eif4a3",6,11,7,4,3,5,3
"Eif4b",5,14,14,1,4,8,3
"Eif4e",7,10,7,2,4,6,2
"Eif4e2",6,10,8,5,5,8,4
"Eif4e3",1,2,2,0,0,1,0
"Eif4ebp1",1,2,2,1,0,1,0
"Eif4ebp2",2,2,2,2,1,2,0
"Eif4enif1",12,23,16,4,11,14,3
"Eif4g1",19,36,31,12,10,24,6
"Eif4g2",21,23,22,14,15,21,11
"Eif4g3",31,47,41,13,21,27,10
"Eif4h",6,7,7,1,2,6,3
"Eif5",11,15,15,7,8,14,7
"Eif5a",4,9,7,4,1,5,1
"Eif5a2",3,4,4,0,0,2,1
"Eif5b",12,24,18,7,9,16,7
"Eif6",3,5,6,3,2,4,3
"Eipr1",5,12,7,1,1,8,1
"Elac1",2,2,2,1,0,2,0
"Elac2",5,21,15,2,3,7,0
"Elane",0,0,0,0,0,0,0
"Elapor1",4,23,23,3,2,13,4
"Elapor2",6,25,21,1,4,18,1
"Elavl1",5,8,5,2,4,5,1
"Elavl2",2,20,21,2,2,7,1
"Elavl3",1,6,4,0,0,5,0
"Elavl4",2,12,9,2,4,3,1
"Elf1",7,7,7,6,2,5,3
"Elf2",10,13,12,7,8,12,4
"Elf3",0,0,0,0,0,0,0
"Elf4",0,0,0,0,0,0,0
"Elf5",2,0,0,0,0,1,0
"Elfn1",0,0,1,0,0,0,0
"Elfn2",0,3,1,0,1,1,0
"Elk1",3,4,4,0,0,3,1
"Elk3",0,4,1,1,1,0,0
"Elk4",1,4,3,1,3,4,1
"Ell",4,12,10,1,3,5,0
"Ell2",4,14,11,3,2,9,1
"Elmo1",0,25,20,16,8,20,6
"Elmo2",14,24,14,4,4,13,2
"Elmo3",1,6,3,0,0,1,0
"Elmod1",7,13,9,6,4,10,3
"Elmod2",3,9,7,5,3,6,1
"Elmod3",6,13,7,0,2,4,0
"Eln",2,7,6,0,0,0,2
"Eloa",5,10,8,3,3,4,2
"Elob",4,7,6,3,3,5,3
"Eloc",4,9,7,5,4,7,2
"Elof1",1,3,2,2,1,1,0
"Elovl1",2,7,5,1,1,8,1
"Elovl2",5,7,4,1,0,0,0
"Elovl3",0,0,0,0,0,0,0
"Elovl4",4,5,6,0,1,4,0
"Elovl5",7,7,5,1,2,7,1
"Elovl6",4,6,5,0,2,5,0
"Elovl7",0,7,4,0,2,7,2
"Elp1",13,37,31,3,11,23,3
"Elp2",10,23,21,6,8,18,4
"Elp3",5,15,13,7,2,8,2
"Elp4",8,12,9,7,7,8,5
"Elp5",4,11,8,1,4,5,4
"Elp6",3,6,3,0,1,2,0
"Emb",2,8,8,1,3,4,5
"Emc1",11,23,19,3,5,9,1
"Emc10",5,8,7,2,4,6,3
"Emc2",8,11,10,6,4,8,5
"Emc3",7,7,6,2,3,7,2
"Emc4",3,5,3,2,2,3,3
"Emc6",0,2,1,0,0,1,0
"Emc7",3,4,4,2,2,4,3
"Emc8",3,6,6,0,2,3,1
"Emc9",3,6,5,4,1,5,3
"Emcn",0,1,1,0,0,0,3
"Emd",2,5,3,1,2,4,1
"Eme1",0,1,0,0,0,0,0
"Eme2",1,1,1,1,1,1,1
"Emg1",4,7,4,2,2,4,1
"Emid1",1,12,1,0,11,1,0
"Emilin1",0,1,1,0,0,0,1
"Emilin2",0,2,3,0,0,3,0
"Eml1",6,25,15,0,2,17,4
"Eml2",5,25,21,5,6,19,3
"Eml3",7,13,7,3,1,5,2
"Eml4",9,29,20,13,11,15,7
"Eml5",17,57,43,10,20,33,7
"Eml6",10,49,40,8,7,21,6
"Emp1",0,1,0,0,0,0,0
"Emp2",4,2,2,0,0,2,1
"Emp3",2,2,2,2,1,1,3
"Emsy",14,33,26,10,8,18,9
"Emx1",0,2,2,0,1,2,0
"Emx2",3,3,2,0,0,1,1
"Enah",12,20,16,1,5,11,1
"Enc1",2,2,2,1,2,2,0
"Endod1",1,1,1,0,1,1,0
"Endog",2,2,2,1,2,2,0
"Endou",1,6,0,0,1,1,0
"Endov",3,8,4,1,1,2,0
"Eng",0,1,1,5,0,2,4
"Engase",0,8,5,1,0,2,0
"Enho",1,1,1,0,0,0,0
"Enkd1",3,7,6,0,1,3,0
"Enkur",2,4,2,0,0,2,0
"Eno1",7,13,7,1,4,7,1
"Eno2",8,19,14,3,3,11,5
"Eno3",3,10,5,3,3,4,2
"Eno4",0,11,5,0,0,2,0
"Enoph1",0,6,4,0,0,3,0
"Enox1",8,32,29,4,9,19,5
"Enox2",2,14,9,2,3,7,1
"Enpep",0,5,5,0,0,0,4
"Enpp1",0,5,3,1,2,8,10
"Enpp2",11,29,22,6,19,28,15
"Enpp3",0,2,1,0,1,6,2
"Enpp4",2,4,3,1,0,4,0
"Enpp5",4,6,6,1,3,4,1
"Enpp6",0,5,1,0,0,8,2
"Ensa",3,4,3,3,3,3,1
"ENSMUSG00000121513",16,31,27,1,14,13,8
"Enthd1",0,1,0,0,0,0,0
"Entpd1",6,9,7,10,3,5,2
"Entpd2",4,0,1,0,0,0,0
"Entpd3",0,8,5,0,0,0,0
"Entpd4b",0,1,0,0,0,0,0
"Entpd5",4,16,11,2,1,7,1
"Entpd6",6,13,11,0,2,2,0
"Entpd7",3,12,10,1,1,5,0
"Entr1",5,15,12,0,2,9,1
"Ents15",1,5,4,0,0,2,0
"Eny2",8,11,10,3,7,10,6
"Eogt",11,16,11,2,3,6,3
"Eola1",0,2,1,0,0,1,0
"Ep300",16,30,29,13,11,21,7
"Ep400",15,60,46,6,15,28,7
"Epas1",7,8,1,0,3,5,5
"Epb41",6,27,23,7,12,13,2
"Epb41l1",4,30,26,3,3,17,2
"Epb41l2",12,27,21,14,4,20,7
"Epb41l3",6,31,26,6,8,26,6
"Epb41l4a",2,4,8,0,3,4,0
"Epb41l4b",2,29,16,0,3,11,1
"Epb41l5",8,21,15,1,5,8,2
"Epc1",8,16,15,7,7,12,3
"Epc2",6,15,14,5,5,6,4
"Epcam",0,1,1,0,0,3,0
"Epdr1",3,4,2,0,1,2,1
"Epg5",8,42,26,1,2,13,3
"Epha1",0,1,2,0,0,1,0
"Epha10",0,16,14,2,0,4,0
"Epha2",0,0,0,1,0,0,0
"Epha3",2,17,9,0,2,4,0
"Epha4",9,19,17,3,7,15,3
"Epha5",7,23,21,3,6,9,2
"Epha6",0,18,18,1,2,7,1
"Epha7",6,21,18,2,1,11,5
"Epha8",0,11,3,0,0,0,0
"Ephb1",5,15,5,2,3,9,1
"Ephb2",4,16,9,1,2,3,1
"Ephb3",7,16,4,0,3,5,0
"Ephb4",4,1,0,0,0,0,1
"Ephb6",5,19,17,2,6,11,3
"Ephx1",3,5,2,1,2,1,3
"Ephx2",9,12,7,1,1,6,1
"Ephx4",3,9,7,4,4,5,3
"Epm2a",1,3,1,1,0,1,0
"Epm2aip1",2,2,1,0,0,2,1
"Epn1",9,19,13,4,3,10,4
"Epn2",9,24,17,3,22,16,4
"Epn3",0,0,0,0,0,0,0
"Epor",0,5,1,0,0,1,0
"Eprs",24,39,30,9,16,27,10
"Eps15",25,26,21,12,2,24,6
"Eps15l1",17,25,21,5,6,16,4
"Eps8",14,13,13,1,7,5,0
"Eps8l1",2,14,14,5,1,9,1
"Eps8l2",1,6,0,0,0,1,0
"Eps8l3",0,1,0,0,0,0,0
"Epsti1",0,1,0,2,0,0,0
"Epyc",0,0,0,1,0,0,0
"Eqtn",1,4,2,0,0,3,0
"Eral1",2,8,3,2,2,3,2
"Erap1",6,16,7,2,3,6,2
"Erbb2",2,8,0,0,0,0,1
"Erbb3",0,0,2,0,6,20,0
"Erbb4",6,24,31,3,16,25,1
"Erbin",17,23,27,13,13,27,11
"Erc1",13,27,17,1,7,14,3
"Erc2",7,40,29,7,11,17,6
"Ercc1",6,12,9,3,5,9,4
