"","B cells","CDIC-A","CDIC-B","CDPC","Connecting tubule cells","DCT","Dendritic cells","Endothelial cells","Mesenchymal cells","PCT","PST","Podocytes","Proximal tubule cells","T cells","T regulatory cells","Thick ascending limb (LOH)","Thin ascending limb (LOH)","Thin descending limb (LOH)"
"Etf1",7,10,10,10,4,10,9,10,10,11,10,9,10,3,3,10,10,8
"Etfa",10,11,10,11,9,11,11,13,13,13,15,10,14,9,8,13,10,9
"Etfb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Etfbkmt",0,1,0,1,0,2,0,3,4,3,4,0,2,0,1,4,1,0
"Etfdh",3,8,7,11,2,13,9,12,12,13,12,6,12,6,3,12,8,8
"Etfrf1",1,2,2,4,1,4,2,3,3,3,6,1,5,2,1,4,3,2
"Ethe1",3,3,5,6,3,6,5,7,6,6,6,3,6,4,2,7,5,5
"Etl4",0,9,8,17,4,19,14,19,22,24,21,4,17,3,4,20,7,11
"Etnk1",2,4,5,6,5,7,6,8,8,8,7,5,7,3,4,7,5,5
"Etnk2",0,1,0,2,0,2,1,4,4,3,3,1,3,0,0,4,1,0
"Etnppl",0,1,2,5,0,4,1,5,5,4,8,0,7,2,1,6,0,2
"Ets1",1,4,4,6,3,9,5,9,8,10,8,4,10,2,1,7,4,3
"Ets2",1,3,3,6,0,7,6,8,8,9,8,1,6,0,0,9,6,6
"Etv1",2,4,3,4,1,7,4,8,8,7,9,3,7,2,2,7,3,3
"Etv3",1,3,2,4,1,5,1,5,5,5,5,3,5,0,1,4,2,0
"Etv4",0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Etv5",1,2,0,1,1,5,2,4,6,3,7,0,6,0,1,4,1,3
"Etv6",4,5,4,8,2,9,6,9,10,10,9,1,9,6,3,10,4,4
"Eva1a",0,0,1,0,1,3,1,3,2,2,2,0,2,1,0,2,0,0
"Eva1b",0,2,0,2,1,2,0,1,1,1,3,0,2,1,0,1,1,1
"Eva1c",1,1,0,0,0,1,0,3,0,2,5,0,1,0,0,2,0,0
"Evc",7,16,17,21,9,23,14,23,25,24,21,12,22,14,11,23,17,17
"Evc2",3,6,11,15,3,19,12,17,17,19,18,7,18,8,5,16,7,10
"Evi5",8,15,15,21,5,21,15,24,22,22,26,13,25,12,6,28,14,13
"Evi5l",1,1,5,7,1,14,5,15,15,10,15,2,13,0,0,14,2,3
"Evl",1,1,1,4,0,6,5,7,8,4,12,1,8,0,0,5,4,1
"Evpl",0,1,3,4,0,12,5,9,9,15,11,0,11,4,1,11,5,1
"Ewsr1",9,12,9,15,10,15,12,16,16,16,16,12,16,8,8,15,14,13
"Exd1",0,1,0,1,0,2,1,4,4,2,2,0,1,1,0,4,0,1
"Exd2",1,2,2,7,1,7,3,8,7,10,9,0,7,2,0,7,4,3
"Exo1",0,1,0,1,0,1,1,2,1,5,4,0,1,0,0,1,1,0
"Exo5",0,0,1,1,0,0,1,2,2,3,2,0,2,0,0,1,1,1
"Exoc1",2,8,10,16,3,15,11,17,17,17,17,7,16,4,2,19,13,9
"Exoc2",6,10,11,16,5,25,12,27,23,29,29,11,26,7,4,24,15,10
"Exoc3",1,8,9,10,7,12,10,14,13,14,13,7,13,4,2,13,8,9
"Exoc3l",1,1,2,2,1,3,2,6,7,7,7,2,7,2,1,5,2,0
"Exoc3l2",0,1,0,4,1,4,1,9,9,8,7,2,8,1,0,9,3,1
"Exoc3l4",0,4,2,5,0,4,1,9,4,7,8,0,8,0,1,8,1,1
"Exoc4",6,11,9,14,5,14,10,16,14,17,16,10,16,7,6,16,9,10
"Exoc5",6,10,12,16,6,16,15,17,16,15,19,6,16,5,8,17,12,9
"Exoc6",11,17,13,20,6,19,17,21,20,19,22,13,22,8,6,21,15,16
"Exoc6b",5,11,11,16,4,18,12,19,20,20,24,7,19,7,5,21,12,10
"Exoc7",2,6,3,11,3,14,8,11,15,17,13,4,16,5,1,13,6,4
"Exog",0,3,1,3,1,3,0,4,2,6,6,0,5,0,0,5,2,0
"Exosc1",0,3,5,7,2,8,4,7,4,8,8,3,8,2,1,7,3,4
"Exosc10",8,11,7,22,7,19,15,25,21,25,23,7,21,8,7,23,18,9
"Exosc2",0,1,1,2,0,3,2,7,4,5,6,1,5,1,0,6,3,2
"Exosc3",1,3,2,3,1,3,2,3,3,3,3,2,3,2,0,3,3,3
"Exosc4",0,1,1,1,0,1,1,2,2,1,1,1,1,1,0,1,1,1
"Exosc5",3,3,3,3,3,5,4,4,4,5,4,2,4,2,2,4,3,4
"Exosc7",4,3,4,4,3,6,4,7,7,7,7,4,7,2,3,6,5,4
"Exosc8",1,6,5,8,2,8,6,10,8,10,10,4,10,5,2,10,6,5
"Exosc9",3,2,6,6,1,7,5,12,11,8,11,5,12,2,0,11,4,4
"Exph5",1,3,1,3,0,3,2,4,5,4,4,1,4,1,0,3,2,3
"Ext1",1,2,2,6,1,5,4,8,10,9,10,1,6,1,1,9,4,1
"Ext2",1,4,7,12,3,11,10,15,14,15,18,5,13,1,0,13,2,6
"Extl1",0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0
"Extl2",0,0,0,2,0,2,0,3,1,3,2,0,4,0,0,4,0,0
"Extl3",0,1,0,2,0,4,2,7,4,5,7,1,8,1,0,7,1,1
"Eya1",0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"Eya2",0,0,1,3,0,3,2,6,2,3,7,0,5,0,0,1,2,0
"Eya3",0,4,4,14,2,12,10,15,13,13,14,4,16,1,3,15,6,7
"Eya4",0,0,0,2,0,2,0,2,2,5,0,0,1,0,0,4,0,0
"Ezh1",7,11,9,18,6,20,16,19,22,19,21,8,19,9,3,21,11,12
"Ezh2",4,10,5,12,2,17,15,17,16,19,20,5,18,2,2,17,13,9
"Ezr",4,9,6,12,2,12,11,12,12,12,12,8,12,5,4,12,9,10
"F10",0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"F11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"F11r",1,4,3,4,2,8,4,8,9,7,9,1,9,1,3,8,4,3
"F12",0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0
"F13a1",0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0
"F13b",2,5,4,9,1,9,9,11,10,10,12,3,12,3,3,11,8,4
"F2",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"F2r",0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1
"F2rl1",0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0
"F3",0,1,1,4,0,4,3,4,2,4,5,1,4,0,1,4,1,3
"F5",1,4,2,5,0,5,3,7,7,8,13,2,12,1,0,9,3,1
"F7",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"F8",4,6,8,18,1,20,13,28,23,20,25,6,26,5,2,24,8,11
"F830016B08Rik",0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
"F9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Fa2h",1,1,1,3,0,2,3,3,2,5,5,1,5,0,1,3,2,0
"Faah",0,6,1,8,1,9,5,11,11,13,14,3,11,2,4,11,4,3
"Faap100",0,0,0,2,0,2,0,3,5,6,6,1,4,0,0,4,0,3
"Faap20",0,0,1,1,0,2,2,3,2,2,3,0,2,0,0,2,2,2
"Faap24",0,0,1,1,0,1,0,3,2,2,2,1,2,0,0,1,0,0
"Fabp1",0,0,1,1,0,2,0,2,1,2,2,0,2,1,0,2,1,0
"Fabp12",0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,2,0,0
"Fabp2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Fabp3",1,2,2,2,2,2,2,2,3,3,2,2,4,1,1,2,2,2
"Fabp4",3,3,3,3,3,3,3,3,4,3,3,4,4,3,2,3,3,3
"Fabp5",2,2,2,2,1,2,2,2,2,2,3,2,2,1,1,3,1,1
"Fabp6",0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0
"Fabp7",1,2,1,3,0,2,2,3,3,3,3,2,2,1,1,2,3,1
"Fadd",0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0
"Fads1",1,1,2,5,4,7,2,11,9,7,9,1,10,2,0,10,2,3
"Fads2",2,5,7,9,1,10,9,9,11,10,11,6,10,2,2,11,5,6
"Fads2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fads3",4,6,7,7,3,11,9,12,10,12,11,6,12,5,7,12,7,6
"Fads6",0,3,2,2,1,4,3,5,5,5,5,0,4,0,0,5,0,1
"Faf1",9,13,11,15,2,19,14,18,18,18,18,12,18,8,8,18,13,13
"Faf2",3,7,8,10,5,11,7,11,10,10,10,5,10,2,2,10,6,4
"Fah",7,9,9,12,7,13,10,14,13,13,13,8,14,6,4,13,9,10
"Fahd2a",5,5,6,6,3,9,6,10,8,8,9,4,8,4,3,8,3,5
"Faim",0,1,1,3,0,4,1,4,4,4,4,2,3,1,1,4,2,1
"Faim2",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Fam102a",2,1,5,6,0,10,5,10,6,8,10,4,6,2,1,8,2,6
"Fam102b",0,2,2,3,1,5,2,7,6,7,10,1,5,0,0,9,2,3
"Fam104a",1,1,1,2,1,2,1,3,2,2,3,2,2,1,2,3,2,1
"Fam107a",1,1,1,3,1,3,2,4,3,4,6,0,4,1,0,5,3,1
"Fam107b",0,3,3,4,0,4,4,5,4,5,5,1,4,1,2,5,2,1
"Fam110a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam110b",0,0,0,0,0,2,1,2,1,1,3,2,3,0,0,1,1,0
"Fam110c",0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0
"Fam110d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam111a",0,2,1,4,0,4,1,3,4,3,2,1,3,0,0,3,1,3
"Fam114a1",0,2,3,10,2,7,4,12,11,11,12,2,8,1,0,12,5,5
"Fam114a2",6,9,8,11,1,13,10,14,12,14,13,7,13,6,5,12,12,6
"Fam117a",1,0,1,1,0,4,1,4,4,3,7,1,4,0,0,5,1,1
"Fam117b",3,4,5,6,2,7,5,7,7,6,7,3,7,1,1,7,3,4
"Fam118a",0,0,1,1,0,5,0,6,6,6,8,1,5,0,0,6,2,0
"Fam118b",0,1,1,4,0,8,1,6,5,4,8,2,4,1,0,6,2,1
"Fam120a",6,9,13,14,4,17,13,15,16,18,18,7,16,5,6,19,11,12
"Fam120b",4,2,7,6,4,7,5,8,7,8,9,4,9,5,2,9,6,4
"Fam120c",1,3,3,8,0,8,3,11,8,11,11,4,11,4,2,8,6,4
"Fam122b",0,0,3,3,1,2,1,3,4,2,3,2,5,1,0,6,4,2
"Fam122c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam124a",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,0,0
"Fam126a",0,1,1,5,0,7,4,7,8,9,10,2,7,2,1,9,2,2
"Fam126b",2,3,4,10,1,11,6,12,10,12,12,3,14,2,0,12,5,3
"Fam131a",0,0,0,2,0,2,2,1,2,0,4,0,3,0,0,2,0,0
"Fam131c",0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
"Fam133b",6,9,9,11,8,11,9,12,10,13,11,8,10,6,8,12,8,8
"Fam135a",6,12,11,19,5,23,17,27,25,25,26,7,25,6,2,24,15,13
"Fam136a",1,2,1,3,0,2,2,2,2,2,2,2,2,1,1,2,2,0
"Fam13a",1,9,7,16,5,16,10,18,18,17,19,9,17,8,2,16,13,11
"Fam13b",8,13,17,23,8,25,19,26,26,27,27,12,25,9,10,27,19,13
"Fam13c",3,5,4,7,1,12,8,13,8,13,13,2,11,3,2,10,5,3
"Fam149a",2,2,5,7,2,5,5,9,13,9,12,3,13,1,3,10,4,4
"Fam149b",3,5,2,4,1,10,6,14,11,12,14,3,13,1,1,14,3,3
"Fam151a",0,2,3,2,0,8,1,6,6,5,6,0,6,1,0,6,1,2
"Fam151b",1,0,0,0,1,3,1,3,3,2,4,0,2,0,0,2,0,1
"Fam161a",1,2,2,4,2,4,4,7,5,7,8,2,7,2,0,7,2,4
"Fam161b",0,2,2,4,0,2,3,4,6,4,7,1,7,3,0,5,2,2
"Fam162a",2,3,3,5,2,5,5,5,5,5,5,3,5,1,3,5,3,4
"Fam163a",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0
"Fam166a",1,1,0,1,0,3,2,2,3,2,3,2,2,0,0,3,0,1
"Fam166b",0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,2,1,0
"Fam167a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam167b",0,1,2,1,0,2,0,2,2,2,1,0,1,0,1,1,1,0
"Fam168a",2,2,3,4,1,6,4,5,6,8,7,2,6,2,0,7,2,2
"Fam168b",1,1,2,3,0,5,4,7,6,6,7,2,7,3,1,6,2,4
"Fam169a",0,0,2,1,0,1,0,1,0,3,1,0,1,0,0,0,0,0
"Fam169b",0,3,1,4,1,5,1,5,4,5,7,0,5,0,0,4,2,1
"Fam171a1",1,3,2,2,0,6,0,6,6,5,6,1,7,1,0,7,1,2
"Fam171a2",1,1,0,0,1,2,1,3,3,2,4,2,2,0,1,3,1,1
"Fam171b",0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fam172a",3,7,7,11,3,10,5,12,11,12,11,7,13,4,2,12,6,7
"Fam174a",0,1,1,2,2,2,1,2,2,2,2,1,1,1,0,2,1,2
"Fam174b",0,1,2,1,2,2,2,2,2,2,2,1,2,1,0,2,1,1
"Fam174c",1,1,1,2,0,2,1,2,2,2,2,1,2,1,1,2,2,1
"Fam177a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam178b",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Fam180a",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Fam184a",5,7,10,16,3,21,12,21,23,22,22,9,22,5,1,23,11,6
"Fam184b",0,0,1,2,0,2,0,1,2,2,3,0,3,0,0,1,0,1
"Fam185a",0,2,3,3,0,4,0,8,4,5,7,2,4,0,0,5,1,1
"Fam186a",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam186b",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Fam187b",0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0
"Fam189a2",0,2,3,6,0,5,2,5,5,9,6,2,8,2,0,10,1,0
"Fam189b",0,0,0,0,0,1,0,2,2,4,2,0,2,0,0,4,0,1
"Fam193a",5,8,13,19,4,20,17,21,20,21,23,8,20,6,5,21,13,11
"Fam193b",4,7,6,9,6,11,9,10,12,13,12,5,12,4,4,11,7,7
"Fam199x",1,3,2,5,1,4,2,4,4,5,5,3,4,2,0,5,1,2
"Fam204a",4,7,6,9,3,13,7,15,14,13,16,7,15,4,2,14,8,8
"Fam207a",3,3,3,5,2,4,3,5,5,5,5,4,6,3,3,6,2,3
"Fam209",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Fam20a",0,1,1,1,0,2,2,2,3,3,3,0,1,0,0,2,0,0
"Fam20b",1,4,3,6,0,5,8,9,9,9,9,0,9,1,0,9,7,1
"Fam20c",1,0,1,5,1,6,1,5,4,7,7,1,6,0,0,5,3,1
"Fam210a",3,3,3,4,1,3,3,5,5,4,5,3,5,3,1,5,4,4
"Fam210b",1,0,1,1,0,2,2,2,2,2,2,0,2,0,0,2,1,1
"Fam214a",6,8,10,13,6,16,13,16,16,16,16,7,17,10,6,15,12,11
"Fam214b",0,3,0,0,2,4,1,8,3,4,7,0,5,1,1,5,2,1
"Fam216a",2,4,5,4,2,5,5,6,6,6,6,4,5,2,3,5,4,2
"Fam217a",0,0,2,3,0,3,1,6,4,4,6,0,4,0,0,7,1,0
"Fam217b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam219a",0,0,0,2,0,5,3,2,2,3,5,0,5,1,1,5,2,0
"Fam219b",0,1,1,1,1,1,1,1,3,3,3,2,2,0,1,3,1,1
"Fam220a",0,0,0,1,0,2,1,2,2,1,2,0,1,0,1,1,0,1
"Fam221a",0,2,1,1,0,4,3,3,2,3,5,0,3,0,0,3,1,1
"Fam221b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam222a",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"Fam222b",0,1,2,1,0,2,2,1,4,1,2,0,3,0,0,4,0,0
"Fam227a",2,4,4,11,3,15,9,14,15,15,16,2,16,3,1,15,5,6
"Fam227b",0,0,1,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0
"Fam228a",0,1,2,5,2,3,5,7,4,6,7,1,8,2,0,6,2,4
"Fam228b",3,6,6,9,0,8,6,9,8,10,12,4,9,3,3,10,6,4
"Fam229a",0,0,1,1,0,1,1,1,1,1,2,0,1,0,0,2,0,1
"Fam229b",2,3,2,3,0,6,3,4,6,7,10,2,7,1,0,7,3,2
"Fam234a",0,6,2,9,1,9,10,14,9,14,11,2,12,1,1,12,2,3
"Fam234b",0,5,1,4,1,8,0,9,8,8,9,2,7,1,0,6,2,2
"Fam241a",1,0,0,0,1,1,1,0,1,1,2,1,1,0,1,2,0,0
"Fam241b",0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,1,1,0
"Fam24b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam25c",2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2
"Fam32a",2,2,1,3,0,3,2,3,3,3,3,0,3,0,0,3,2,0
"Fam3a",0,0,0,2,0,6,2,7,7,7,8,0,5,0,0,7,2,2
"Fam3b",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Fam3c",1,3,3,5,0,8,5,11,9,10,9,1,7,2,0,9,4,4
"Fam3d",0,0,0,2,0,3,1,4,3,3,1,2,2,0,0,3,0,0
"Fam47e",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"Fam50a",4,8,6,9,3,13,8,13,13,12,13,8,12,6,6,12,7,7
"Fam53a",0,2,2,2,1,3,2,4,4,5,6,0,4,0,0,3,2,0
"Fam53b",0,0,2,4,1,3,2,5,6,5,6,2,5,1,1,5,3,1
"Fam53c",0,2,2,3,1,2,3,4,4,4,5,2,4,1,1,4,1,3
"Fam72a",0,0,0,1,0,2,1,2,2,2,2,1,1,0,0,2,0,1
"Fam76a",2,4,6,8,3,8,7,9,7,10,9,6,8,1,3,9,7,6
"Fam76b",3,5,5,10,5,10,9,9,10,11,11,4,11,5,3,12,6,7
"Fam78a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam78b",0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
"Fam81a",2,5,4,7,1,8,5,8,8,8,8,2,8,0,0,8,2,5
"Fam83b",0,0,0,0,0,1,1,1,1,2,2,0,1,0,0,2,0,0
"Fam83d",0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,1,0,0
"Fam83e",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Fam83f",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Fam83g",0,1,0,3,0,1,0,5,1,3,4,1,2,0,0,1,0,1
"Fam83h",0,2,0,2,0,2,1,1,2,3,3,0,2,0,0,2,1,0
"Fam8a1",2,2,3,4,1,5,4,5,5,5,5,2,4,3,1,5,3,2
"Fam91a1",1,7,6,20,4,20,11,21,21,23,23,5,21,6,3,19,8,8
"Fam98a",3,3,4,7,1,7,6,7,7,7,7,4,8,4,3,8,3,5
"Fam98b",5,5,4,7,2,6,3,7,5,7,7,3,7,3,1,7,3,2
"Fam98c",2,1,3,5,1,6,5,7,5,7,9,2,7,3,1,7,4,3
"Fan1",1,1,3,7,1,6,2,7,6,8,9,1,8,2,1,6,2,2
"Fanca",1,8,3,9,3,14,7,20,14,14,24,5,22,2,0,20,6,5
"Fancb",0,0,0,2,0,2,0,3,2,1,2,0,1,0,0,3,1,0
"Fancc",1,3,3,4,1,7,4,14,11,13,16,3,13,1,0,13,3,7
"Fancd2",0,1,1,0,0,2,0,6,4,6,5,0,3,0,0,2,0,1
"Fancd2os",0,1,1,1,0,2,1,3,1,1,1,0,3,0,1,1,1,1
"Fance",2,3,2,8,0,9,4,8,11,12,12,1,10,1,1,10,4,3
"Fancg",1,2,3,5,0,5,1,3,3,5,9,2,7,1,0,8,0,1
"Fanci",0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,2,1,0
"Fancl",1,3,2,7,2,11,6,12,11,10,15,3,13,1,1,13,2,5
"Fancm",0,4,7,14,3,14,10,15,19,19,18,5,16,3,3,19,4,9
"Fank1",0,0,0,1,0,1,2,2,1,2,0,0,2,0,1,3,1,1
"Fap",1,0,0,1,0,2,1,6,3,5,4,0,4,0,0,5,0,1
"Far1",7,11,10,16,7,17,14,17,17,18,18,12,17,8,8,17,10,11
"Farp1",3,8,8,15,2,15,12,24,20,21,24,4,20,7,2,19,10,9
"Farp2",4,7,8,10,3,13,11,17,17,18,20,7,17,3,4,19,5,4
"Fars2",3,2,4,6,1,7,3,6,8,7,9,3,6,3,1,8,4,3
"Farsa",3,3,2,7,3,10,8,11,12,10,10,3,10,2,1,10,3,2
"Farsb",3,6,4,11,4,14,8,16,15,16,18,4,18,2,3,15,10,7
"Fas",3,1,2,6,0,7,5,10,7,8,8,0,8,2,1,6,2,4
"Fasl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fasn",0,4,1,13,0,17,9,30,25,23,29,6,19,3,1,18,3,6
"Fastk",4,6,6,11,3,12,7,14,12,13,13,3,13,4,3,14,8,9
"Fastkd1",4,4,5,7,2,10,3,12,14,12,13,6,11,2,1,12,6,7
"Fastkd2",5,3,8,9,2,9,6,9,9,9,10,4,9,5,2,10,5,7
"Fastkd3",1,0,1,4,0,5,3,3,6,6,7,1,5,0,0,5,2,1
"Fat1",4,7,7,13,1,16,9,21,19,21,24,6,21,0,2,23,7,3
"Fat2",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Fat3",0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,0,0
"Fat4",0,1,1,1,0,3,0,6,7,8,11,0,4,0,0,3,4,1
"Fau",5,5,5,6,5,6,5,7,7,7,7,5,6,5,6,7,5,6
"Faxc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fbf1",1,5,6,11,0,19,9,23,26,21,32,6,15,3,1,22,6,8
"Fbh1",2,5,7,19,2,22,15,22,23,21,24,5,23,2,1,24,7,12
"Fbl",4,7,4,6,3,6,5,7,6,7,5,3,7,4,3,6,5,4
"Fblim1",1,0,0,3,0,4,0,6,6,6,6,1,5,3,0,5,2,1
"Fbln1",0,0,0,0,0,1,1,2,3,2,0,0,1,0,0,1,0,0
"Fbln2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Fbln5",2,4,5,9,2,9,5,10,10,10,10,3,11,3,2,10,5,5
"Fbln7",0,0,0,0,0,1,0,0,2,1,3,1,3,0,0,2,1,1
"Fbn1",2,11,9,23,1,30,10,49,30,45,49,7,42,2,3,42,4,8
"Fbn2",0,1,1,1,1,0,0,1,3,2,2,0,1,0,0,1,0,0
"Fbp1",5,6,7,6,5,7,6,7,7,8,8,6,8,6,6,6,6,6
"Fbp2",1,2,0,3,2,6,3,5,5,4,5,3,4,1,0,5,4,1
"Fbrs",4,5,3,10,2,13,8,14,16,17,16,4,16,3,3,15,6,5
"Fbrsl1",1,7,4,8,1,12,9,17,16,14,19,2,14,4,4,13,5,5
"Fbxl12",1,0,0,2,0,1,1,3,2,4,4,2,1,1,1,2,0,0
"Fbxl13",0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,1,0,0
"Fbxl15",1,1,1,1,1,1,1,2,1,2,2,1,1,1,0,2,1,1
"Fbxl16",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Fbxl17",3,6,7,6,3,7,7,7,8,8,10,5,9,5,5,8,5,5
"Fbxl18",0,0,0,1,0,1,0,4,1,2,3,0,2,0,0,1,0,0
"Fbxl19",1,2,1,5,0,7,4,9,6,8,8,1,9,2,0,7,3,4
"Fbxl2",1,1,2,5,1,8,2,13,9,8,12,2,11,0,0,7,1,3
"Fbxl20",5,6,6,9,3,13,9,13,13,14,15,6,13,3,3,16,7,9
"Fbxl21",0,0,1,1,0,2,2,5,2,4,5,0,5,0,0,4,1,1
"Fbxl22",0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
"Fbxl3",0,1,2,5,0,5,3,6,7,5,7,2,7,0,0,6,2,3
"Fbxl4",1,2,4,5,1,5,4,6,8,5,7,1,8,0,1,8,3,2
"Fbxl5",2,7,4,9,1,10,8,10,10,11,10,8,10,3,1,10,6,6
"Fbxl6",1,1,2,2,1,4,2,6,7,8,8,1,5,2,1,7,4,3
"Fbxl7",1,0,0,1,0,1,1,1,1,1,2,1,1,1,0,2,1,0
"Fbxl8",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"Fbxo10",0,1,0,4,0,5,1,5,4,6,6,1,7,2,2,4,2,0
"Fbxo11",10,15,9,22,4,22,18,22,20,23,23,11,22,9,6,23,18,14
"Fbxo15",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Fbxo16",0,2,1,4,0,5,0,3,4,3,4,1,3,1,1,5,1,1
"Fbxo17",0,0,1,1,0,2,0,2,0,1,3,0,2,0,0,1,0,0
"Fbxo2",0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"Fbxo21",2,4,4,4,1,5,4,8,9,4,9,3,9,2,3,5,5,2
"Fbxo22",3,1,2,6,0,4,4,6,7,6,7,1,8,3,2,6,3,1
"Fbxo24",0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"Fbxo25",1,2,1,4,0,6,1,6,6,5,7,1,7,1,0,7,0,3
"Fbxo28",1,0,1,3,1,5,3,5,4,3,5,0,4,1,0,5,1,2
"Fbxo3",4,4,2,10,3,8,5,11,9,11,12,3,11,2,2,10,6,5
"Fbxo30",0,1,1,2,0,2,1,2,2,2,3,0,2,2,0,2,1,1
"Fbxo31",0,1,0,1,0,1,0,4,4,3,2,1,3,0,0,4,0,2
"Fbxo32",0,0,0,0,0,1,2,3,1,4,3,0,1,1,0,4,0,0
"Fbxo33",0,1,1,2,0,3,2,2,2,4,2,0,3,0,0,4,0,0
"Fbxo34",0,1,1,2,1,4,4,3,4,3,8,2,5,0,2,5,2,3
"Fbxo36",1,1,2,4,1,4,1,4,5,5,4,1,4,1,0,4,3,3
"Fbxo38",4,3,9,18,2,17,13,19,18,20,22,6,18,2,3,21,7,9
"Fbxo4",1,3,2,4,1,6,5,6,6,6,5,3,6,3,1,6,5,2
"Fbxo40",0,0,1,1,0,2,2,2,1,2,1,1,3,0,0,2,0,0
"Fbxo41",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Fbxo42",2,3,3,3,0,5,2,8,6,4,7,2,7,1,0,4,4,3
"Fbxo43",0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0
"Fbxo44",2,1,1,4,0,7,7,10,7,9,8,2,8,1,0,9,1,0
"Fbxo45",0,0,2,1,0,2,2,2,2,2,1,1,2,0,1,2,0,1
